Nicole,1,out,hallway_out,190,1,4894,4893,1,5678,5677,0,784
Nicole,1,out,hallway_out,188,1,4285,4284,0,5514,5514,1,1229
Nicole,1,out,hallway_out,186,1,4749,4748,0,5481,5481,1,732
Nicole,1,out,hallway_out,182,1,5234,5233,0,5926,5926,1,692
Nicole,1,out,hallway_out,180,1,4993,4992,1,5602,5601,0,609
Nicole,1,out,hallway_out,178,0,4994,4994,1,5614,5613,1,620
Nicole,1,out,hallway_out,176,1,4018,4017,0,5370,5370,1,1352
Nicole,1,out,hallway_out,174,1,4388,4387,0,5374,5374,1,986
Nicole,1,out,hallway_out,172,1,5248,5247,0,5871,5871,1,623
Nicole,1,out,hallway_out,170,1,5120,5119,0,5860,5860,1,740
Nicole,1,out,hallway_out,168,1,4894,4893,1,5861,5860,0,967
Nicole,1,out,hallway_out,167,1,5455,5454,0,6161,6161,1,706
Nicole,1,out,hallway_out,165,1,5487,5486,0,6108,6108,1,621
Nicole,1,out,hallway_out,160,1,5490,5489,0,6466,6466,1,976
Nicole,1,out,hallway_out,158,1,5381,5380,1,6169,6168,0,788
Nicole,1,out,hallway_out,156,1,4042,4041,0,5147,5147,1,1105
Nicole,1,out,hallway_out,152,1,4502,4501,0,5626,5626,1,1124
Nicole,1,out,hallway_out,150,1,4765,4764,0,5871,5871,1,1106
Nicole,1,out,hallway_out,148,1,4531,4530,0,5398,5398,1,867
Nicole,1,out,hallway_out,146,1,4766,4765,0,5984,5984,1,1218
Nicole,1,out,hallway_out,144,1,5746,5745,0,6488,6488,1,742
Nicole,1,out,hallway_out,142,1,4300,4299,0,5284,5284,1,984
Nicole,1,out,hallway_out,140,1,4284,4283,1,5637,5636,0,1353
Nicole,1,out,hallway_out,138,1,4634,4633,0,5202,5202,1,568
Nicole,1,out,hallway_out,136,1,4271,4270,0,4939,4939,1,668
Nicole,1,out,hallway_out,134,1,4635,4634,0,5377,5377,1,742
Nicole,1,out,hallway_out,132,1,3797,3796,0,5026,5026,1,1229
Nicole,1,out,hallway_out,130,1,3041,3040,0,3056,3056,1,15
Nicole,1,out,hallway_out,128,1,4026,4025,0,5029,5029,1,1003
Nicole,1,out,hallway_out,126,1,4268,4267,0,5497,5497,1,1229
Nicole,1,out,hallway_out,9,1,4393,4392,0,5015,5015,1,622
Nicole,1,out,hallway_out,8,1,4339,4338,1,4959,4958,0,620
Nicole,1,out,hallway_out,7,1,4470,4469,0,4936,4936,1,466
Nicole,1,out,hallway_out,0,1,4267,4266,0,5254,5254,1,987
Trevor,1,out,hallway_out,10,1,4878,4877,0,5609,5609,1,731
Trevor,1,out,hallway_out,14,1,4028,4027,0,5258,5258,1,1230
Trevor,1,out,hallway_out,16,1,5123,5122,0,5866,5866,1,743
Trevor,1,out,hallway_out,18,1,4750,4749,0,5482,5482,1,732
Trevor,1,out,hallway_out,24,1,5503,5502,1,6131,6130,0,628
Trevor,1,out,hallway_out,22,1,5242,5241,0,5815,5815,1,573
Trevor,1,out,hallway_out,20,0,4627,4627,1,5371,5370,1,744
Trevor,1,out,hallway_out,26,1,4630,4629,0,5240,5240,1,610
Trevor,1,out,hallway_out,28,1,4774,4773,0,5588,5588,1,814
Trevor,1,out,hallway_out,30,0,4388,4388,1,5374,5373,1,986
Trevor,1,out,hallway_out,32,1,4304,4303,0,5046,5046,1,742
Trevor,1,out,hallway_out,34,1,4539,4538,0,5244,5244,1,705
Trevor,1,out,hallway_out,36,0,4622,4622,1,5121,5120,1,499
Trevor,1,out,hallway_out,38,1,4410,4409,0,5273,5273,1,863
Trevor,1,out,hallway_out,40,1,4633,4632,0,5608,5608,1,975
Trevor,1,out,hallway_out,42,980,4271,3291,0,5016,5016,980,745
Trevor,1,out,hallway_out,44,1,4880,4879,0,5623,5623,1,743
Trevor,1,out,hallway_out,46,1,4633,4632,0,5255,5255,1,622
Trevor,1,out,hallway_out,48,1,4877,4876,1,6096,6095,0,1219
Trevor,1,out,hallway_out,50,1,5133,5132,0,5754,5754,1,621
Trevor,1,out,hallway_out,52,1,4765,4764,0,5630,5630,1,865
Trevor,1,out,hallway_out,54,1,4634,4633,0,5256,5256,1,622
Trevor,1,out,hallway_out,56,1,4647,4646,0,5380,5380,1,733
Trevor,1,out,hallway_out,58,1,5116,5115,0,5738,5738,1,622
Trevor,1,out,hallway_out,60,1,4870,4869,0,5493,5493,1,623
Trevor,1,out,hallway_out,62,1,4669,4668,0,5897,5897,1,1228
Trevor,1,out,hallway_out,64,1,5243,5242,0,5985,5985,1,742
Nicole,1,in,hallway_in,192,5001,11768,6767,0,11768,11768,5001,0
Nicole,1,in,hallway_in,194,5366,12293,6927,0,12293,12293,5366,0
Nicole,1,in,hallway_in,196,2681,12517,9836,0,12516,12516,2681,1
Nicole,1,in,hallway_in,198,4021,12020,7999,0,12020,12020,4021,0
Nicole,1,in,hallway_in,200,3047,12338,9291,0,10630,10630,3047,1708
Nicole,1,in,hallway_in,202,4633,10332,5699,1,10332,10331,4632,0
Nicole,1,in,hallway_in,204,4512,10696,6184,0,10696,10696,4512,0
Nicole,1,in,hallway_in,206,3900,11254,7354,0,11254,11254,3900,0
Nicole,1,in,hallway_in,208,3533,12720,9187,0,6137,6137,3533,6583
Nicole,1,in,hallway_in,210,3909,11018,7109,0,11018,11018,3909,0
Nicole,1,in,hallway_in,212,3533,10913,7380,0,10913,10913,3533,0
Nicole,1,in,hallway_in,214,4151,12218,8067,0,10269,10269,4151,1949
Nicole,1,in,hallway_in,216,3900,10769,6869,1,10769,10768,3899,0
Nicole,1,in,hallway_in,218,4149,11942,7793,0,11953,11953,4149,11
Nicole,1,in,hallway_in,220,4518,12134,7616,0,12134,12134,4518,0
Nicole,1,in,hallway_in,222,3901,12101,8200,0,10391,10391,3901,1710
Nicole,1,in,hallway_in,224,3535,10944,7409,0,10944,10944,3535,0
Nicole,1,in,hallway_in,226,3535,11732,8197,0,10271,10271,3535,1461
Nicole,1,in,hallway_in,228,4023,11093,7070,0,11093,11093,4023,0
Nicole,1,in,hallway_in,230,3170,12404,9234,0,11060,11060,3170,1344
