Nicole,0,out,lab_out,70,1,5889,5888,0,6465,6465,1,576
Nicole,0,out,lab_out,71,1,5626,5625,0,6274,6274,1,648
Nicole,0,out,lab_out,72,1,6168,6167,0,7162,7162,1,994
Nicole,0,out,lab_out,73,0,6166,6166,0,6913,6913,0,747
Nicole,0,out,lab_out,74,1,5234,5233,0,6226,6226,1,992
Nicole,0,out,lab_out,75,1,5379,5378,0,5993,5993,1,614
Nicole,0,out,lab_out,76,1,6100,6099,0,6745,6745,1,645
Nicole,0,out,lab_out,77,1,5932,5931,0,6991,6991,1,1059
Nicole,0,out,lab_out,78,1,6336,6335,0,7184,7184,1,848
Nicole,0,out,lab_out,79,1,6298,6297,0,6951,6951,1,653
Nicole,0,out,lab_out,80,1,5817,5816,0,6811,6811,1,994
Nicole,0,out,lab_out,81,1,6033,6032,0,6611,6611,1,578
Nicole,0,out,lab_out,82,1,5783,5782,0,6334,6334,1,551
Nicole,0,out,lab_out,83,1,5576,5575,0,6329,6329,1,753
Nicole,0,out,lab_out,84,1,5308,5307,0,6193,6193,1,885
Nicole,0,out,lab_out,85,1,6025,6024,0,6704,6704,1,679
Nicole,0,out,lab_out,86,1,6195,6194,0,7048,7048,1,853
Nicole,0,out,lab_out,90,0,6189,6189,1,7044,7043,1,855
Nicole,0,out,lab_out,92,1,6261,6260,0,6808,6808,1,547
Nicole,0,out,lab_out,93,1,6402,6401,0,7255,7255,1,853
Nicole,0,out,lab_out,94,1,6055,6054,0,6843,6843,1,788
Nicole,0,out,lab_out,95,1,6136,6135,0,6751,6751,1,615
Nicole,0,out,lab_out,96,1,5851,5850,0,6403,6403,1,552
Nicole,0,out,lab_out,97,1,5682,5681,0,6678,6678,1,996
Nicole,0,out,lab_out,98,1,6091,6090,0,6842,6842,1,751
Nicole,0,out,lab_out,99,1,6296,6295,1,6840,6839,0,544
Nicole,0,out,lab_out,100,1,6188,6187,0,6978,6978,1,790
Nicole,0,out,lab_out,101,1,5991,5990,0,6502,6502,1,511
Nicole,0,out,lab_out,102,1,5930,5929,1,6704,6703,0,774
Nicole,0,out,lab_out,103,1,5314,5313,0,5859,5859,1,545
Nicole,0,out,lab_out,104,1,5715,5714,0,6673,6673,1,958
Nicole,0,out,lab_out,137,1,5213,5212,0,6033,6033,1,820
Trevor,0,out,lab_out,10,1,7664,7663,0,8309,8309,1,645
Trevor,0,out,lab_out,11,1,6235,6234,0,7121,7121,1,886
Trevor,0,out,lab_out,12,1,5683,5682,0,6269,6269,1,586
Trevor,0,out,lab_out,13,1,5821,5820,0,7083,7083,1,1262
Trevor,0,out,lab_out,14,1,6030,6029,0,6911,6911,1,881
Trevor,0,out,lab_out,15,1,5614,5613,0,6539,6539,1,925
Trevor,0,out,lab_out,16,1,5822,5821,0,6813,6813,1,991
Trevor,0,out,lab_out,17,1,5887,5886,0,6979,6979,1,1092
Trevor,0,out,lab_out,18,1,5988,5987,0,6912,6912,1,924
Trevor,0,out,lab_out,19,1,5720,5719,0,6535,6535,1,815
Trevor,0,out,lab_out,20,1,5584,5583,0,6470,6470,1,886
Trevor,0,out,lab_out,21,1,5726,5725,0,6501,6501,1,775
Trevor,0,out,lab_out,22,1,6302,6301,0,6980,6980,1,678
Trevor,0,out,lab_out,23,1,5584,5583,0,6096,6096,1,512
Trevor,0,out,lab_out,24,1,5746,5745,0,6366,6366,1,620
Trevor,0,out,lab_out,25,1,5858,5857,0,6403,6403,1,545
Trevor,0,out,lab_out,26,1,6602,6601,0,7146,7146,1,544
Trevor,0,out,lab_out,27,1,6467,6466,0,7116,7116,1,649
Trevor,0,out,lab_out,28,1,5755,5754,1,6334,6333,0,579
Trevor,0,out,lab_out,29,1,5204,5203,0,5821,5821,1,617
Trevor,0,out,lab_out,30,1,5986,5985,0,6975,6975,1,989
Trevor,0,out,lab_out,31,1,4796,4795,0,5511,5511,1,715
Trevor,0,out,lab_out,32,1,6193,6192,0,6810,6810,1,617
Trevor,0,out,lab_out,33,1,6941,6940,0,7487,7487,1,546
Trevor,0,out,lab_out,34,1,5958,5957,0,6538,6538,1,580
Trevor,0,out,lab_out,35,1,6270,6269,0,7051,7051,1,781
