12/9/22 0:18:29,GT,out,
12/9/22 0:18:44,GT,in,
12/9/22 0:20:27,GT,out,
12/9/22 0:20:36,GT,in,
12/9/22 0:21:20,GT,out,
12/9/22 0:21:29,GT,in,
12/9/22 0:39:17,GT,pbin,me throwing something away
12/9/22 0:51:39,GT,out,
12/9/22 0:52:26,GT,in,
12/9/22 0:57:08,GT,out,
12/9/22 0:57:53,GT,in,
12/9/22 6:52:00,GT,in,
12/9/22 6:53:51,GT,out,
12/9/22 6:56:03,GT,in,
12/9/22 7:09:04,GT,out/in,out just enough to toss trash then back in
12/9/22 7:43:57,GT,out,
12/9/22 7:44:06,GT,no_event,trash settling
12/9/22 7:45:42,GT,in,
12/9/22 7:46:30,GT,in,
12/9/22 7:54:56,GT,out,
12/9/22 8:06:28,GT,out,
12/9/22 8:10:26,GT,in,
12/9/22 8:27:21,GT,in,
12/9/22 8:32:44,GT,out,
12/9/22 8:38:12,GT,out,jacob
12/9/22 8:38:59,GT,in,
12/9/22 8:39:43,GT,out,
12/9/22 8:40:29,GT,in,
12/9/22 8:42:55,GT,no_event,maybe a jacket swing? Off camera
12/9/22 8:42:58,GT,no_event,maybe a jacket swing? Off camera
12/9/22 8:45:25,GT,in,
12/9/22 8:48:31,GT,out,
12/9/22 8:56:35,GT,in,
12/9/22 8:57:32,GT,in,
12/9/22 8:58:45,GT,in,
12/9/22 9:01:26,GT,out,
12/9/22 9:03:14,GT,out,
12/9/22 9:05:38,GT,in,
12/9/22 9:06:14,GT,in,
12/9/22 9:19:12,GT,out,
12/9/22 9:33:12,GT,in,
12/9/22 9:33:52,GT,out,
12/9/22 9:36:18,GT,in,
12/9/22 9:37:21,GT,out,
12/9/22 9:43:26,GT,out,
12/9/22 9:45:37,GT,in,
12/9/22 9:48:29,GT,in,"slowly, messing with bookbag"
12/9/22 9:52:28,GT,in,
12/9/22 9:53:16,GT,out,
12/9/22 10:03:49,GT,out,
12/9/22 10:35:13,GT,out/in,"dropping off trash then back in, then back again"
12/9/22 10:43:59,GT,out/in/out/in,dropping off trash then back in
12/9/22 10:44:52,GT,pbout/linger/in,"linger on pbout, then trash, then finally in"
12/9/22 10:49:43,GT,out,
12/9/22 10:51:09,GT,in,
12/9/22 10:51:26,GT,no_event,trash settling
12/9/22 10:51:54,GT,out,
12/9/22 10:56:53,GT,in,
12/9/22 11:05:46,GT,out/out,"two people, both traveling out in close succession"
12/9/22 11:09:53,GT,out,
12/9/22 11:18:35,GT,in,
12/9/22 11:22:46,GT,out,
12/9/22 11:23:05,GT,in,
12/9/22 11:49:57,GT,in,
12/9/22 11:59:13,GT,in,
12/9/22 12:10:24,GT,out/pbout/in,messing with the trashcan for a good 30 seconds
12/9/22 12:17:26,GT,out,
12/9/22 12:24:53,GT,out,
12/9/22 12:29:56,GT,out,
12/9/22 12:30:00,GT,pbout,"part of prior out, might not be caught"
12/9/22 12:30:41,GT,in,"slowly, messing with recycling"
12/9/22 12:30:46,GT,in,
12/9/22 12:31:45,GT,out,
12/9/22 12:32:00,GT,in,
12/9/22 12:32:48,GT,in,
12/9/22 12:33:47,GT,out,
12/9/22 12:44:19,GT,in,
12/9/22 12:45:14,GT,out,
12/9/22 12:49:14,GT,out,
12/9/22 12:50:26,GT,in,
12/9/22 12:52:08,GT,out,
12/9/22 12:58:03,GT,in,
12/9/22 13:09:52,GT,out,
12/9/22 13:24:07,GT,out,
12/9/22 13:27:19,GT,in,
12/9/22 13:29:25,GT,in,
12/9/22 13:46:51,GT,in,
12/9/22 13:49:45,GT,out/pbout,"out, slowly messing with the trash then continuing out"
12/9/22 13:54:52,GT,pbout/in/pbin,"janitor mopping out side of door, walking in, then mopping inside of door for a good 15 seconds"
12/9/22 13:55:21,GT,out,
12/9/22 13:55:25,GT,pbout/no_event,"mopping a bit out of view, probably wont catch waldo"
12/9/22 14:05:49,GT,out,
12/9/22 14:38:15,GT,out,
12/9/22 16:56:29,GT,no_event,
12/9/22 21:37:17,GT,out,
12/9/22 21:46:08,GT,in,"trash, then in"
12/10/22 17:52:42,GT,in,normal in
12/11/22 14:13:22,GT,out,
12/11/22 16:34:26,GT,in,
12/11/22 18:49:24,GT,in,
12/11/22 20:21:01,GT,in,
12/12/22 11:24:53,GT,in,
12/12/22 11:27:16,GT,out,
12/12/22 11:27:27,GT,in,
12/12/22 11:27:40,GT,in,
12/12/22 11:28:16,GT,out,
12/12/22 11:36:48,GT,in,"janitor walking in slowly with a cart, about 6 seconds"
12/12/22 11:39:06,GT,in,
12/12/22 11:39:16,GT,out,"janitor walking out slowly with a cart, about 6 seconds"
12/12/22 11:40:57,GT,out,
12/12/22 11:41:35,GT,out,
12/12/22 11:41:48,GT,in,
12/12/22 11:42:01,GT,no_event,trash settles
12/12/22 11:43:25,GT,no_event,trash settles
